ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
4697,Bleomycin hydrolase,BLMH,,,Q13867,BLMH_HUMAN,1CB5; 2CB5,,,HGNC:1059,Humans,DB00290
4700,Deoxycytidylate deaminase,DCTD,,,P32321,DCTD_HUMAN,2W4L,,,HGNC:2710,Humans,DB00987
4712,Cocaine esterase,CES2,,,O00748,EST2_HUMAN,"",,,HGNC:1864,Humans,DB00641; DB00762; DB06209; DB06695; DB12095; DB14845; DB16349; DB16650
4713,Pyridoxine 5'-phosphate phosphatase,pdxP,,,A7BK78,A7BK78_RHIML,"",,,,Ensifer meliloti,DB02209
4727,Phylloquinone omega-hydroxylase CYP4F2,CYP4F2,,,P78329,CP4F2_HUMAN,"",,,HGNC:2645,Humans,DB01022; DB01026; DB08868; DB09148; DB09568; DB11251; DB11635; DB12151; DB14003
4728,Sphingosine kinase 1,SPHK1,,,Q9NYA1,SPHK1_HUMAN,3VZB; 3VZC; 3VZD; 4L02; 4V24,,,HGNC:11240,Humans,DB08868
4729,Cytochrome P450 4F12,CYP4F12,,,Q9HCS2,CP4FC_HUMAN,"",,,HGNC:18857,Humans,DB01026; DB12016
4740,Carboxylesterase,CES1A1a,,,Q6LAP9,Q6LAP9_HUMAN,"",,,,Humans,DB00422; DB08934; DB11793; DB15071; DB16629
4760,Cytochrome P450 3A1,Cyp3a1,,,P04800,CP3A1_RAT,"",,,,Rat,DB00603; DB01645; DB08834; DB13746
4761,Cytochrome P450 3A2,Cyp3a2,,,P05183,CP3A2_RAT,"",,,,Rat,DB00869; DB01645; DB08834; DB13746; DB13975
4762,Cytochrome P450 2A1,Cyp2a1,,,P11711,CP2A1_RAT,"",,,,Rat,DB13746
4764,Cytochrome P450 2B1,Cyp2b1,,,P00176,CP2B1_RAT,"",,,,Rat,DB00409; DB00869
9137,Sulfotransferase 1A3,SULT1A3,,,P0DMM9,ST1A3_HUMAN,1CJM; 2A3R,,,HGNC:11455,Humans,DB00316; DB00388; DB00714; DB00867; DB00977; DB09100; DB09288; DB14635
4771,Carbonyl reductase [NADPH] 3,CBR3,,,O75828,CBR3_HUMAN,2HRB,,,HGNC:1549,Humans,DB00694; DB00776; DB00997; DB12161
4773,Ethanolamine-phosphate cytidylyltransferase,PCYT2,,,Q99447,PCY2_HUMAN,3ELB,,,HGNC:8756,Humans,DB00709
4774,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C,,,Q8TCD5,NT5C_HUMAN,2I7D; 4L57; 4YIH,,,HGNC:17144,Humans,DB00709
4778,Metallothionein-1A,MT1A,,,P04731,MT1A_HUMAN,"",,,HGNC:7393,Humans,DB00515; DB00526; DB00958
4779,Metallothionein-2,MT2A,,,P02795,MT2_HUMAN,1MHU; 2MHU,,,HGNC:7406,Humans,DB00515; DB00526; DB00958
4780,"Adenylate kinase 4, mitochondrial",AK4,,,P27144,KAD4_HUMAN,2AR7; 2BBW; 3NDP,,,HGNC:363,Humans,DB00300; DB00718
4821,"POU domain, class 2, transcription factor 2",POU2F2,,,P09086,PO2F2_HUMAN,1HDP,,,HGNC:9213,Humans,DB11799
2638,Cytochrome P450 3A4,CYP3A4,"",M18907,P08684,CP3A4_HUMAN,1TQN; 1W0E; 1W0F; 1W0G; 2J0D; 2V0M; 3NXU; 3TJS; 3UA1; 4D6Z; 4D75; 4D78; 4D7D; 4I3Q; 4I4G; 4I4H; 4K9T; 4K9U; 4K9V; 4K9W; 4K9X; 4NY4; 5A1P; 5A1R,,CYP3A4,HGNC:2637,Humans,DB00176; DB00333; DB00334; DB00409; DB00593; DB00599; DB00635; DB00643; DB00647; DB00780; DB00959; DB01149; DB01167; DB01201; DB01222; DB01586; DB01601; DB04216; DB06448; DB06595; DB08865; DB08930; DB09205; DB09212; DB09568; DB11605; DB11652; DB11691; DB11703; DB11742; DB11757; DB11792; DB11853; DB11951; DB11979; DB12130; DB12267; DB12307; DB12887; DB13141; DB13174; DB13878; DB13879; DB14631; DB15035; DB15305; DB15569; DB15685; DB16536
3550,Cytochrome P450 3A43,CYP3A43,12642642,AF319634,Q9HB55,CP343_HUMAN,"",,,HGNC:17450,Humans,DB00176; DB00333; DB00334; DB00409; DB00593; DB00599; DB00635; DB00643; DB00647; DB00780; DB00959; DB01149; DB01167; DB01201; DB01222; DB01586; DB01601; DB04216; DB06448; DB06595; DB08865; DB08930; DB09205; DB09212; DB09568; DB11605; DB11652; DB11691; DB11703; DB11742; DB11757; DB11792; DB11853; DB11951; DB11979; DB12130; DB12267; DB12307; DB12887; DB13141; DB13174; DB13878; DB13879; DB14631; DB15035; DB15305; DB15569; DB15685; DB16536
2362,Cytochrome P450 3A5,CYP3A5,181346,J04813,P20815,CP3A5_HUMAN,"",,CYP3A5,HGNC:2638,Humans,DB00176; DB00333; DB00334; DB00409; DB00593; DB00599; DB00635; DB00643; DB00647; DB00780; DB00959; DB01149; DB01167; DB01201; DB01222; DB01586; DB01601; DB04216; DB06448; DB06595; DB08865; DB08930; DB09205; DB09212; DB09568; DB11605; DB11652; DB11691; DB11703; DB11742; DB11757; DB11792; DB11853; DB11951; DB11979; DB12130; DB12267; DB12307; DB12887; DB13141; DB13174; DB13878; DB13879; DB14631; DB15035; DB15305; DB15569; DB15685; DB16536
3612,Cytochrome P450 3A7,CYP3A7,220149,D00408,P24462,CP3A7_HUMAN,"",,,HGNC:2640,Humans,DB00176; DB00333; DB00334; DB00409; DB00593; DB00599; DB00635; DB00643; DB00647; DB00780; DB00959; DB01149; DB01167; DB01201; DB01222; DB01586; DB01601; DB04216; DB06448; DB06595; DB08865; DB08930; DB09205; DB09212; DB09568; DB11605; DB11652; DB11691; DB11703; DB11742; DB11757; DB11792; DB11853; DB11951; DB11979; DB12130; DB12267; DB12307; DB12887; DB13141; DB13174; DB13878; DB13879; DB14631; DB15035; DB15305; DB15569; DB15685; DB16536
4822,Steroid 21-hydroxylase,CYP21A2,,,P08686,CP21A_HUMAN,2GEG; 4Y8W,,,HGNC:2600,Humans,DB05667
539,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,177767,M32313,P18405,S5A1_HUMAN,"",,SRD5A1,HGNC:11284,Humans,DB00717; DB01420; DB13943; DB13944; DB13946
585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,338469,M74047,P31213,S5A2_HUMAN,"",,SRD5A2,HGNC:11285,Humans,DB00717; DB01420; DB13943; DB13944; DB13946
4829,Polyprenol reductase,SRD5A3,,,Q9H8P0,PORED_HUMAN,,,,HGNC:25812,Humans,DB00717; DB01420; DB13943; DB13944; DB13946
2198,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Humans,DB00668; DB01175; DB06698; DB09130; DB09363
2196,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Humans,DB00668; DB01175; DB06698; DB09130; DB09363
5135,Cytoplasmic aconitate hydratase,ACO1,,,P21399,ACOC_HUMAN,2B3X; 2B3Y,,,HGNC:117,Humans,DB06757
5885,Peroxiredoxin-1,PRDX1,,,Q06830,PRDX1_HUMAN,2RII; 3HY2,,,HGNC:9352,Humans,DB09221
8763,Lysosomal protective protein,CTSA,,,P10619,PPGB_HUMAN,1IVY; 3BP4; 3BP7; 3BXN; 4AZ0; 4AZ3; 4CI9; 4CIA; 4CIB; 4MWS; 4MWT,,,HGNC:9251,,DB08934; DB09299; DB14761
2365,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,1TYI; 4BKX,,HDAC1,HGNC:4852,Humans,DB03766
3526,Histone deacetylase 10,HDAC10,,AL512711,Q969S8,HDA10_HUMAN,,,HDAC10,HGNC:18128,Humans,DB03766
8799,Histone deacetylase 11,HDAC11,,,Q96DB2,HDA11_HUMAN,,,,HGNC:19086,Humans,DB03766
2366,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,3MAX; 4LXZ; 4LY1,,HDAC2,HGNC:4853,Humans,DB03766
2367,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,4A69,,HDAC3,HGNC:4854,Humans,DB03766
3523,Histone deacetylase 4,HDAC4,,AF132607,P56524,HDAC4_HUMAN,2H8N; 2O94; 2VQJ; 2VQM; 2VQO; 2VQQ; 2VQV; 2VQW; 3UXG; 3UZD; 3V31; 4CBT; 4CBY,,HDAC4,HGNC:14063,Humans,DB03766
3524,Histone deacetylase 5,HDAC5,,BK000028,Q9UQL6,HDAC5_HUMAN,5UWI,,HDAC5,HGNC:14068,Humans,DB03766
2368,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,3C5K; 3GV4; 3PHD,,HDAC6,HGNC:14064,Humans,DB03766
3525,Histone deacetylase 7,HDAC7,,BC020505,Q8WUI4,HDAC7_HUMAN,3C0Y; 3C0Z; 3C10; 3ZNR; 3ZNS,,HDAC7,HGNC:14067,Humans,DB03766
1608,Histone deacetylase 8,HDAC8,8118721,AF230097,Q9BY41,HDAC8_HUMAN,1T64; 1T67; 1T69; 1VKG; 1W22; 2V5W; 2V5X; 3EW8; 3EWF; 3EZP; 3EZT; 3F06; 3F07; 3F0R; 3MZ3; 3MZ4; 3MZ6; 3MZ7; 3RQD; 3SFF; 3SFH; 4QA0; 4QA1; 4QA2; 4QA3; 4QA4; 4QA5; 4QA6; 4QA7; 4RN0; 4RN1; 4RN2; 5D1B; 5D1C; 5D1D,,HDAC8,HGNC:13315,Humans,DB03766
881,Histone deacetylase 9,HDAC9,15590680,AY032737,Q9UKV0,HDAC9_HUMAN,"",,HDAC9,HGNC:14065,Humans,DB03766
8802,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",ADHFE1,,,Q8IWW8,HOT_HUMAN,"",,,HGNC:16354,Humans,DB09072
8806,TetX family tetracycline inactivation enzyme,tetX2,,,Q93L51,Q93L51_BACT4,2XDO; 2XYO; 2Y6Q; 2Y6R; 3P9U; 3V3N; 3V3O; 4A6N; 4A99; 4GUV,,,,Bacteroides thetaiotaomicron,DB13092
8811,Protein-lysine 6-oxidase,LOX,,,P28300,LYOX_HUMAN,"",,,HGNC:6664,Humans,DB06778; DB09130
8814,Hephaestin,HEPH,,,Q9BQS7,HEPH_HUMAN,"",,,HGNC:4866,Humans,DB13257
8876,Diacylglycerol O-acyltransferase 2,DGAT2,,,Q96PD7,DGAT2_HUMAN,"",,,HGNC:16940,Humans,DB08949
9005,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,,,P19827,ITIH1_HUMAN,"",,,HGNC:6166,Humans,DB09338
9163,Arylalkylamine N-acetyltransferase,AANAT,,,F1T0I5,F1T0I5_HUMAN,"",,,,Humans,DB09061
9293,Deazaflavin-dependent nitroreductase,ddn,,,P9WP15,DDN_MYCTU,3R5L; 3R5P; 3R5R; 3R5W,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB05154; DB11637
9296,Iduronate 2-sulfatase,IDS,,,P22304,IDS_HUMAN,5FQL,,,HGNC:5389,Humans,DB09301
9297,Alpha-L-iduronidase,IDUA,,,P35475,IDUA_HUMAN,1Y24; 3W81; 3W82; 4KGJ; 4KGL; 4KH2; 4MJ2; 4MJ4; 4OBR; 4OBS,,,HGNC:5391,Humans,DB09301
9298,Arylsulfatase B,ARSB,,,P15848,ARSB_HUMAN,1FSU,,,HGNC:714,Humans,DB09301
9300,Thyroxine 5-deiodinase,DIO3,,,P55073,IOD3_HUMAN,"",,,HGNC:2885,Humans,DB09100
9302,A disintegrin and metalloproteinase with thrombospondin motifs 13,ADAMTS13,,,Q76LX8,ATS13_HUMAN,3GHM; 3GHN; 3VN4,,,HGNC:1366,Humans,DB12872; DB13133
9305,"Beta,beta-carotene 15,15'-dioxygenase",BCO1,,,Q9HAY6,BCDO1_HUMAN,"",,,HGNC:13815,Humans,DB06755
9307,UDP-glucuronosyltransferase 2B10,UGT2B10,,,P36537,UDB10_HUMAN,"",,,HGNC:12544,Humans,DB00321; DB00434; DB00455; DB00920; DB00924; DB06153; DB11837
9328,Cytochrome P450 1A1,Cyp1a1,,,P00185,CP1A1_RAT,"",,,,Rat,DB01645; DB13746
9329,Cytochrome P450 2C6,Cyp2c6,,,P05178,CP2C6_RAT,"",,,,Rat,DB00266; DB13746
9330,Cytochrome P450 2C11,Cyp2c11,,,P08683,CP2CB_RAT,"",,,,Rat,DB00266; DB13746
9331,Elongation of very long chain fatty acids protein 5,ELOVL5,,,Q9NYP7,ELOV5_HUMAN,"",,,HGNC:21308,Humans,DB11358
9457,NUAK family SNF1-like kinase 2,NUAK2,,,Q9H093,NUAK2_HUMAN,"",,,HGNC:29558,Humans,DB11936
9499,Intestinal-type alkaline phosphatase,ALPI,,,P09923,PPBI_HUMAN,"",,,HGNC:437,Humans,DB16349
9507,"Ferredoxin--NADP reductase, apicoplast",,,,C6KT68,FENR_PLAF7,2OK7; 2OK8; 3JQP; 3JQQ; 3JQR,,,,Plasmodium falciparum (isolate 3D7),DB06608
9510,Epoxide hydrolase 1,EPHX1,,,P07099,HYEP_HUMAN,"",,,HGNC:3401,Humans,DB00252; DB00808
886,Bile salt sulfotransferase,SULT2A1,306702,L20000,Q06520,ST2A1_HUMAN,1EFH; 1J99; 1OV4; 2QP3; 2QP4; 3F3Y; 4IFB,,SULT2A1,HGNC:11458,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
927,Sulfotransferase 1A1,SULT1A1,179042,L10819,P50225,ST1A1_HUMAN,1LS6; 1Z28; 2D06; 3QVU; 3QVV; 3U3J; 3U3K; 3U3M; 3U3O; 3U3R; 4GRA,,SULT1A1,HGNC:11453,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9571,Sulfotransferase 1A2,SULT1A2,,,P50226,ST1A2_HUMAN,1Z29,,,HGNC:11454,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9137,Sulfotransferase 1A3,SULT1A3,,,P0DMM9,ST1A3_HUMAN,1CJM; 2A3R,,,HGNC:11455,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9863,Sulfotransferase 1A4,SULT1A4,,,P0DMN0,ST1A4_HUMAN,,,,HGNC:30004,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9860,Sulfotransferase 1C2,SULT1C2,,,O00338,ST1C2_HUMAN,3BFX,,,HGNC:11456,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9869,Sulfotransferase 1C3,SULT1C3,,,Q6IMI6,ST1C3_HUMAN,2H8K; 2REO,,,HGNC:33543,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9866,Sulfotransferase 1C4,SULT1C4,,,O75897,ST1C4_HUMAN,2AD1; 2GWH,,,HGNC:11457,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9872,Sulfotransferase 4A1,SULT4A1,,,Q9BR01,ST4A1_HUMAN,1ZD1,,,HGNC:14903,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9875,Sulfotransferase 6B1,SULT6B1,,,Q6IMI4,ST6B1_HUMAN,,,,HGNC:33433,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
2561,Sulfotransferase family cytosolic 1B member 1,SULT1B1,"",D89479,O43704,ST1B1_HUMAN,2Z5F; 3CKL,,SULT1B1,HGNC:17845,Humans,DB00867; DB00871; DB00960; DB00968; DB12243; DB12471
9511,Alpha-methylacyl-CoA racemase,AMACR,,,D6RB81,D6RB81_HUMAN,"",,,HGNC:451,Humans,DB01050; DB09213
3106,Nucleoside diphosphate kinase A,NME1,"",X75598,P15531,NDKA_HUMAN,1JXV; 1UCN; 2HVD; 2HVE; 3L7U; 4ENO,,NME1,HGNC:7849,Humans,DB00300; DB00787; DB01262
3281,Nucleoside diphosphate kinase B,NME2,"",X58965,P22392,NDKB_HUMAN,1NSK; 1NUE; 3BBB; 3BBC; 3BBF,,NME2,HGNC:7850,Humans,DB00300; DB00787; DB01262
82,Creatine kinase B-type,CKB,180572,M16451,P12277,KCRB_HUMAN,3B6R; 3DRB; 3DRE,,CKB,HGNC:1991,Humans,DB00300; DB00787
714,Creatine kinase M-type,CKM,180576,M14780,P06732,KCRM_HUMAN,1I0E,,CKM,HGNC:1994,Humans,DB00300; DB00787
410,"Creatine kinase S-type, mitochondrial",CKMT2,338237,J05401,P17540,KCRS_HUMAN,4Z9M,,CKMT2,HGNC:1996,Humans,DB00300; DB00787
171,"Creatine kinase U-type, mitochondrial",CKMT1A,180590,J04469,P12532,KCRU_HUMAN,1QK1,,CKMT1A,HGNC:31736,Humans,DB00300; DB00787
9568,Ribulose-phosphate 3-epimerase,RPE,,,Q96AT9,RPE_HUMAN,3OVP; 3OVQ; 3OVR; 3QC3,,,HGNC:10293,Humans,DB00153
9571,Sulfotransferase 1A2,SULT1A2,,,P50226,ST1A2_HUMAN,1Z29,,,HGNC:11454,Humans,DB00714; DB09100
46,Pyruvate kinase PKLR,PKLR,3327365,AB015983,P30613,KPYR_HUMAN,2VGB; 2VGF; 2VGG; 2VGI; 4IMA; 4IP7,,PKLR,HGNC:9020,Humans,DB00787
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8,,PKM2,HGNC:9021,Humans,DB00787
4454,Phosphoglycerate kinase 1,PGK1,,,P00558,PGK1_HUMAN,2WZB; 2WZC; 2WZD; 2X13; 2X14; 2X15; 2XE6; 2XE7; 2XE8; 2Y3I; 2YBE; 2ZGV; 3C39; 3C3A; 3C3B; 3C3C; 3ZOZ; 4AXX; 4O33,,,HGNC:8896,Humans,DB00787
9628,Phosphoglycerate kinase 2,PGK2,,,P07205,PGK2_HUMAN,,,,HGNC:8898,Humans,DB00787
2260,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,7328935,AB035863,Q9P2R7,SUCB1_HUMAN,"",,SUCLA2,HGNC:11448,Humans,DB00787
2255,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,9409794,AF104921,P53597,SUCA_HUMAN,"",,SUCLG1,HGNC:11449,Humans,DB00787
355,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,133777003,BC007716,Q96I99,SUCB2_HUMAN,"",,SUCLG2,HGNC:11450,Humans,DB00787
9631,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,,,Q16822,PCKGM_HUMAN,,,,HGNC:8725,Humans,DB00787
906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,189945,L05144,P35558,PCKGC_HUMAN,1KHB; 1KHE; 1KHF; 1KHG; 1M51; 1NHX; 2GMV,,PCK1,HGNC:8724,Humans,DB00787
2231,Adenylosuccinate synthetase isozyme 1,ADSSL1,21303413,AY037159,Q8N142,PURA1_HUMAN,2GJO,,ADSSL1,HGNC:20093,Humans,DB00787
2228,Adenylosuccinate synthetase isozyme 2,ADSS,415849,X66503,P30520,PURA2_HUMAN,2V40,,ADSS,HGNC:292,Humans,DB00787
9640,Carboxylic ester hydrolase,CES2,,,Q6IPK9,Q6IPK9_HUMAN,,,,,Humans,DB00688
9656,Enolase,eno,,,A0A448RWU9,A0A448RWU9_STRMG,,,,,Streptococcus mutans,DB09325
9659,Enolase,eno,,,B3WCW7,ENO_LACCB,,,,,Lactobacillus casei (strain BL23),DB09325
9662,Enolase,eno,,,A3CMA7,ENO_STRSV,,,,,Streptococcus sanguinis (strain SK36),DB09325
9665,Enolase,eno,,,A0A1C7C740,A0A1C7C740_STRSL,,,,,Streptococcus salivarius,DB09325
9824,Beta-lactamase,KPC-2,,,Q93LQ9,Q93LQ9_KLEPN,,,,,Klebsiella pneumoniae,DB01598
3541,UDP-glucuronosyltransferase 1-1,UGT1A1,184473,M57899,P22309,UD11_HUMAN,"",,,HGNC:12530,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3678,UDP-glucuronosyltransferase 1-10,UGT1A10,2039362,U89508,Q9HAW8,UD110_HUMAN,"",,,HGNC:12531,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3677,UDP-glucuronosyltransferase 1-3,UGT1A3,340135,M84127,P35503,UD13_HUMAN,"",,,HGNC:12535,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3544,UDP-glucuronosyltransferase 1-4,UGT1A4,184475,M57951,P22310,UD14_HUMAN,"",,,HGNC:12536,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
4694,UDP-glucuronosyltransferase 1-6,UGT1A6,,,P19224,UD16_HUMAN,"",,,HGNC:12538,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
4695,UDP-glucuronosyltransferase 1-7,UGT1A7,,,Q9HAW7,UD17_HUMAN,"",,,HGNC:12539,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3682,UDP-glucuronosyltransferase 1-8,UGT1A8,2613044,AF030310,Q9HAW9,UD18_HUMAN,"",,,HGNC:12540,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3538,UDP-glucuronosyltransferase 1-9,UGT1A9,7690346,S55985,O60656,UD19_HUMAN,"",,,HGNC:12541,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
4696,UDP-glucuronosyltransferase 2B15,UGT2B15,,,P54855,UDB15_HUMAN,"",,,HGNC:12546,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3681,UDP-glucuronosyltransferase 2B4,UGT2B4,37589,Y00317,P06133,UD2B4_HUMAN,"",,,HGNC:12553,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
3679,UDP-glucuronosyltransferase 2B7,UGT2B7,340080,J05428,P16662,UD2B7_HUMAN,2O6L,,,HGNC:12554,Humans,DB00503; DB00555; DB00714; DB00783; DB00794; DB00871; DB00960; DB11796; DB12471; DB14635
9860,Sulfotransferase 1C2,SULT1C2,,,O00338,ST1C2_HUMAN,3BFX,,,HGNC:11456,Humans,DB09100
9866,Sulfotransferase 1C4,SULT1C4,,,O75897,ST1C4_HUMAN,2AD1; 2GWH,,,HGNC:11457,Humans,DB00867; DB14635
126,Aldo-keto reductase family 1 member C1,AKR1C1,181549,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY,,AKR1C1,HGNC:384,Humans and other mammals,DB00959
622,Aldo-keto reductase family 1 member C2,AKR1C2,531160,U05598,P52895,AK1C2_HUMAN,1IHI; 1J96; 1XJB; 2HDJ; 2IPJ; 4JQ1; 4JQ2; 4JQ3; 4JQ4; 4JQA; 4JTQ; 4JTR; 4L1W; 4L1X,,AKR1C2,HGNC:385,Humans and other mammals,DB00959
592,Aldo-keto reductase family 1 member C3,AKR1C3,4261711,S68288,P42330,AK1C3_HUMAN,1RY0; 1RY8; 1S1P; 1S1R; 1S2A; 1S2C; 1XF0; 1ZQ5; 2F38; 2FGB; 3R43; 3R58; 3R6I; 3R7M; 3R8G; 3R8H; 3R94; 3UFY; 3UG8; 3UGR; 3UWE; 4DBS; 4DBU; 4DBW; 4DZ5; 4FA3; 4FAL; 4FAM; 4H7C; 4HMN; 4WDT; 4WDU; 4WDW; 4WDX; 4WRH; 4XVD; 4XVE,,AKR1C3,HGNC:386,Humans and other mammals,DB00959
438,Aldo-keto reductase family 1 member C4,AKR1C4,4261710,S68287,P17516,AK1C4_HUMAN,2FVL,,AKR1C4,HGNC:387,Humans and other mammals,DB00959
329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,179475,M76665,P28845,DHI1_HUMAN,1XU7; 1XU9; 2BEL; 2ILT; 2IRW; 2RBE; 3BYZ; 3BZU; 3CH6; 3CZR; 3D3E; 3D4N; 3D5Q; 3EY4; 3FCO; 3FRJ; 3H6K; 3HFG; 3OQ1; 3PDJ; 3QQP; 3TFQ; 4BB5; 4BB6; 4C7J; 4C7K; 4HFR; 4HX5; 4IJU; 4IJV; 4IJW; 4K1L; 4P38,,HSD11B1,HGNC:5208,Humans and other mammals,DB00959
131,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,565082,U14631,P80365,DHI2_HUMAN,"",,HSD11B2,HGNC:5209,Humans and other mammals,DB00959
9966,"1,5-anhydro-D-fructose reductase",AKR1E2,,,Q96JD6,AKCL2_HUMAN,,,,HGNC:23437,Humans,DB06077
3610,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,431857,Z28339,P51857,AK1D1_HUMAN,3BUR; 3BUV; 3BV7; 3CAQ; 3CAS; 3CAV; 3CMF; 3COT; 3DOP; 3G1R; 3UZW; 3UZX; 3UZY; 3UZZ,,,HGNC:388,Humans,DB06077
4352,Alcohol dehydrogenase [NADP(+)],AKR1A1,178481,J04794,P14550,AK1A1_HUMAN,2ALR,,,HGNC:380,Humans,DB06077
4353,Aldo-keto reductase family 1 member B10,AKR1B10,3150035,U37100,O60218,AK1BA_HUMAN,1ZUA; 4GA8; 4GAB; 4GQ0; 4GQG; 4I5X; 4ICC; 4JIH; 4JII; 4WEV; 4XZL; 4XZM; 4XZN,,,HGNC:382,Humans,DB06077
9969,Aldo-keto reductase family 1 member B15,AKR1B15,,,C9JRZ8,AK1BF_HUMAN,,,,HGNC:37281,Humans,DB06077
126,Aldo-keto reductase family 1 member C1,AKR1C1,181549,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY,,AKR1C1,HGNC:384,Humans,DB06077
622,Aldo-keto reductase family 1 member C2,AKR1C2,531160,U05598,P52895,AK1C2_HUMAN,1IHI; 1J96; 1XJB; 2HDJ; 2IPJ; 4JQ1; 4JQ2; 4JQ3; 4JQ4; 4JQA; 4JTQ; 4JTR; 4L1W; 4L1X,,AKR1C2,HGNC:385,Humans,DB06077
592,Aldo-keto reductase family 1 member C3,AKR1C3,4261711,S68288,P42330,AK1C3_HUMAN,1RY0; 1RY8; 1S1P; 1S1R; 1S2A; 1S2C; 1XF0; 1ZQ5; 2F38; 2FGB; 3R43; 3R58; 3R6I; 3R7M; 3R8G; 3R8H; 3R94; 3UFY; 3UG8; 3UGR; 3UWE; 4DBS; 4DBU; 4DBW; 4DZ5; 4FA3; 4FAL; 4FAM; 4H7C; 4HMN; 4WDT; 4WDU; 4WDW; 4WDX; 4WRH; 4XVD; 4XVE,,AKR1C3,HGNC:386,Humans,DB06077
